,driver,year,round,circuit,constructor,status,position,points,laps,race_time,fastest_lap_time,lap,fastest_lap_rank,average_speed
267,mcdowell,1951,2,indianapolis,maserati,Fuel leak,32,0,15,NaN,NaN,NaN,NaN,NaN
268,mcgrath,1951,2,indianapolis,kurtis_kraft,Finished,3,2,200,+2:51.39,NaN,NaN,NaN,NaN
269,miller,1951,2,indianapolis,kurtis_kraft,Ignition,25,0,56,NaN,NaN,NaN,NaN,NaN
270,moss,1951,1,bremgarten,hwm,+2 Laps,8,0,40,NaN,NaN,NaN,NaN,NaN
271,murray,1951,5,silverstone,maserati,Engine,18,0,45,NaN,NaN,NaN,NaN,NaN
272,nalon,1951,2,indianapolis,kurtis_kraft,Retired,10,0,151,NaN,NaN,NaN,NaN,NaN
273,nazaruk,1951,2,indianapolis,kurtis_kraft,Finished,2,6,200,+1:47.24,NaN,NaN,NaN,NaN
274,reg_parnell,1951,4,reims,ferrari,+4 Laps,4,3,73,NaN,NaN,NaN,NaN,NaN
275,reg_parnell,1951,5,silverstone,brm,+5 Laps,5,2,85,NaN,NaN,NaN,NaN,NaN
276,reg_parnell,1951,7,monza,brm,Withdrew,21,0,0,NaN,NaN,NaN,NaN,NaN
277,parsons,1951,2,indianapolis,kurtis_kraft,Magneto,21,0,87,NaN,NaN,NaN,NaN,NaN
278,pietsch,1951,6,nurburgring,alfa,Accident,16,0,11,NaN,NaN,NaN,NaN,NaN
279,andre_pilette,1951,3,spa,lago,+3 Laps,6,0,33,NaN,NaN,NaN,NaN,NaN
280,richardson,1951,7,monza,brm,Withdrew,22,0,0,NaN,NaN,NaN,NaN,NaN
281,rol,1951,7,monza,osca,+13 Laps,9,0,67,NaN,NaN,NaN,NaN,NaN
282,rose,1951,2,indianapolis,deidt,Accident,14,0,126,NaN,NaN,NaN,NaN,NaN
283,rosier,1951,1,bremgarten,lago,+3 Laps,9,0,39,NaN,NaN,NaN,NaN,NaN
284,rosier,1951,3,spa,lago,+2 Laps,4,3,34,NaN,NaN,NaN,NaN,NaN
285,rosier,1951,4,reims,lago,Transmission,13,0,43,NaN,NaN,NaN,NaN,NaN
286,rosier,1951,5,silverstone,lago,+7 Laps,10,0,83,NaN,NaN,NaN,NaN,NaN
287,rosier,1951,6,nurburgring,lago,+1 Lap,8,0,19,NaN,NaN,NaN,NaN,NaN
288,rosier,1951,7,monza,lago,+7 Laps,7,0,73,NaN,NaN,NaN,NaN,NaN
289,rosier,1951,8,pedralbes,lago,+6 Laps,7,0,64,NaN,NaN,NaN,NaN,NaN
290,ruttman,1951,2,indianapolis,kurtis_kraft,Engine,23,0,78,NaN,NaN,NaN,NaN,NaN
291,sanesi,1951,1,bremgarten,alfa,+1 Lap,4,3,41,NaN,NaN,NaN,NaN,NaN
292,sanesi,1951,3,spa,alfa,Radiator,11,0,11,NaN,NaN,NaN,NaN,NaN
293,sanesi,1951,4,reims,alfa,+19 Laps,10,0,58,NaN,NaN,NaN,NaN,NaN
294,sanesi,1951,5,silverstone,alfa,+6 Laps,6,0,84,NaN,NaN,NaN,NaN,NaN
295,scarborough,1951,2,indianapolis,kurtis_kraft,Heat shield fire,18,0,93,NaN,NaN,NaN,NaN,NaN
296,schell,1951,1,bremgarten,maserati,+4 Laps,12,0,38,NaN,NaN,NaN,NaN,NaN
297,schell,1951,4,reims,maserati,Overheating,16,0,23,NaN,NaN,NaN,NaN,NaN
298,schindler,1951,2,indianapolis,kurtis_kraft,Engine,13,0,129,NaN,NaN,NaN,NaN,NaN
299,shawe_taylor,1951,5,silverstone,era,+6 Laps,8,0,84,NaN,NaN,NaN,NaN,NaN
300,simon,1951,4,reims,simca,Engine,19,0,7,NaN,NaN,NaN,NaN,NaN
301,simon,1951,6,nurburgring,simca,Engine,17,0,11,NaN,NaN,NaN,NaN,NaN
302,simon,1951,7,monza,simca,+6 Laps,6,0,74,NaN,NaN,NaN,NaN,NaN
303,simon,1951,8,pedralbes,simca,Engine,12,0,48,NaN,NaN,NaN,NaN,NaN
304,stevenson,1951,2,indianapolis,marchese,Heat shield fire,20,0,93,NaN,NaN,NaN,NaN,NaN
305,swaters,1951,6,nurburgring,lago,+2 Laps,10,0,18,NaN,NaN,NaN,NaN,NaN
306,swaters,1951,7,monza,lago,Overheating,15,0,7,NaN,NaN,NaN,NaN,NaN
307,taruffi,1951,1,bremgarten,ferrari,Finished,2,6,42,+55.24,NaN,NaN,NaN,NaN
308,taruffi,1951,3,spa,ferrari,Transmission,12,0,8,NaN,NaN,NaN,NaN,NaN
309,taruffi,1951,6,nurburgring,ferrari,Finished,5,2,20,+7:49.1,NaN,NaN,NaN,NaN
310,taruffi,1951,7,monza,ferrari,+2 Laps,5,2,78,NaN,NaN,NaN,NaN,NaN
311,taruffi,1951,8,pedralbes,ferrari,Wheel,14,0,30,NaN,NaN,NaN,NaN,NaN
312,trintignant,1951,4,reims,simca,Engine,17,0,11,NaN,NaN,NaN,NaN,NaN
313,trintignant,1951,6,nurburgring,simca,Engine,13,0,13,NaN,NaN,NaN,NaN,NaN
314,trintignant,1951,7,monza,simca,Engine,11,0,29,NaN,NaN,NaN,NaN,NaN
315,trintignant,1951,8,pedralbes,simca,Engine,15,0,25,NaN,NaN,NaN,NaN,NaN
316,villoresi,1951,1,bremgarten,ferrari,Accident,19,0,12,NaN,NaN,NaN,NaN,NaN
317,villoresi,1951,3,spa,ferrari,Finished,3,4,36,+4:21.9,NaN,NaN,NaN,NaN
318,villoresi,1951,4,reims,ferrari,+3 Laps,3,4,74,NaN,NaN,NaN,NaN,NaN
319,villoresi,1951,5,silverstone,ferrari,+2 Laps,3,4,88,NaN,NaN,NaN,NaN,NaN
320,villoresi,1951,6,nurburgring,ferrari,Finished,4,3,20,+5:50.2,NaN,NaN,NaN,NaN
321,villoresi,1951,7,monza,ferrari,+1 Lap,4,3,79,NaN,NaN,NaN,NaN,NaN
322,villoresi,1951,8,pedralbes,ferrari,Ignition,11,0,48,NaN,NaN,NaN,NaN,NaN
323,vukovich,1951,2,indianapolis,trevis,Oil leak,29,0,29,NaN,NaN,NaN,NaN,NaN
324,peter_walker,1951,5,silverstone,brm,+6 Laps,7,0,84,NaN,NaN,NaN,NaN,NaN
325,wallard,1951,2,indianapolis,kurtis_kraft,Finished,1,9,200,3:57:38.05,NaN,NaN,NaN,NaN
326,ward,1951,2,indianapolis,bromme,Oil pipe,27,0,34,NaN,NaN,NaN,NaN,NaN
327,whitehead,1951,1,bremgarten,ferrari,Accident,15,0,36,NaN,NaN,NaN,NaN,NaN
328,whitehead,1951,4,reims,ferrari,Engine,23,0,1,NaN,NaN,NaN,NaN,NaN
329,whitehead,1951,5,silverstone,ferrari,+7 Laps,9,0,83,NaN,NaN,NaN,NaN,NaN
330,whitehead,1951,7,monza,ferrari,Magneto,19,0,1,NaN,NaN,NaN,NaN,NaN
331,abecassis,1952,1,bremgarten,hwm,Halfshaft,17,0,12,NaN,NaN,NaN,NaN,NaN
332,agabashian,1952,2,indianapolis,kurtis_kraft,Turbo,27,0,71,NaN,NaN,NaN,NaN,NaN
333,ascari,1952,2,indianapolis,ferrari,Wheel,31,0,40,NaN,NaN,NaN,NaN,NaN
334,ascari,1952,3,spa,ferrari,Finished,1,9,36,3:03:46.3,NaN,NaN,NaN,NaN
335,ascari,1952,4,essarts,ferrari,Finished,1,9,77,3:00:00.0,NaN,NaN,NaN,NaN
336,ascari,1952,5,silverstone,ferrari,Finished,1,9,85,2:46:11.0,NaN,NaN,NaN,NaN
337,ascari,1952,6,nurburgring,ferrari,Finished,1,9,18,3:06:13.3,NaN,NaN,NaN,NaN
338,ascari,1952,7,zandvoort,ferrari,Finished,1,9,90,2:53:28.5,NaN,NaN,NaN,NaN
339,ascari,1952,8,monza,ferrari,Finished,1,8.5,80,2:50:45.6,NaN,NaN,NaN,NaN
340,aston,1952,5,silverstone,butterworth,Withdrew,32,0,0,NaN,NaN,NaN,NaN,NaN
341,aston,1952,6,nurburgring,butterworth,Oil pressure,22,0,2,NaN,NaN,NaN,NaN,NaN
342,aston,1952,8,monza,butterworth,Did not qualify,31,0,0,NaN,NaN,NaN,NaN,NaN
343,ayulo,1952,2,indianapolis,lesovsky,+16 Laps,20,0,184,NaN,NaN,NaN,NaN,NaN
344,ball,1952,2,indianapolis,stevens,Gearbox,32,0,34,NaN,NaN,NaN,NaN,NaN
345,balsa,1952,6,nurburgring,bmw,Retired,17,0,5,NaN,NaN,NaN,NaN,NaN
346,banks,1952,2,indianapolis,lesovsky,+16 Laps,19,0,184,NaN,NaN,NaN,NaN,NaN
347,bayol,1952,8,monza,osca,Gearbox,24,0,0,NaN,NaN,NaN,NaN,NaN
348,bechem,1952,6,nurburgring,bmw,Ignition,18,0,5,NaN,NaN,NaN,NaN,NaN
349,behra,1952,1,bremgarten,gordini,+1 Lap,3,4,61,NaN,NaN,NaN,NaN,NaN
350,behra,1952,3,spa,gordini,Accident,18,0,13,NaN,NaN,NaN,NaN,NaN
351,behra,1952,4,essarts,gordini,+7 Laps,7,0,70,NaN,NaN,NaN,NaN,NaN
352,behra,1952,6,nurburgring,gordini,+1 Lap,5,2,17,NaN,NaN,NaN,NaN,NaN
353,behra,1952,7,zandvoort,gordini,Electrical,16,0,10,NaN,NaN,NaN,NaN,NaN
354,behra,1952,8,monza,gordini,Engine,18,0,42,NaN,NaN,NaN,NaN,NaN
355,bettenhausen,1952,2,indianapolis,deidt,Oil pressure,24,0,93,NaN,NaN,NaN,NaN,NaN
356,bianco,1952,5,silverstone,maserati,+8 Laps,18,0,77,NaN,NaN,NaN,NaN,NaN
357,bianco,1952,6,nurburgring,maserati,Retired,30,0,0,NaN,NaN,NaN,NaN,NaN
358,bianco,1952,7,zandvoort,maserati,Axle,18,0,4,NaN,NaN,NaN,NaN,NaN
359,bianco,1952,8,monza,maserati,Engine,17,0,46,NaN,NaN,NaN,NaN,NaN
360,bira,1952,1,bremgarten,simca,Engine,9,0,52,NaN,NaN,NaN,NaN,NaN
361,bira,1952,3,spa,simca,+4 Laps,10,0,32,NaN,NaN,NaN,NaN,NaN
362,bira,1952,4,essarts,gordini,Axle,13,0,56,NaN,NaN,NaN,NaN,NaN
363,bira,1952,5,silverstone,gordini,+4 Laps,11,0,81,NaN,NaN,NaN,NaN,NaN
364,bonetto,1952,6,nurburgring,maserati,Disqualified,25,0,1,NaN,NaN,NaN,NaN,NaN
365,bonetto,1952,8,monza,maserati,+1 Lap,5,2,79,NaN,NaN,NaN,NaN,NaN
366,brandon,1952,1,bremgarten,cooper,+7 Laps,8,0,55,NaN,NaN,NaN,NaN,NaN
367,brandon,1952,3,spa,cooper,+3 Laps,9,0,33,NaN,NaN,NaN,NaN,NaN
368,brandon,1952,5,silverstone,cooper,+9 Laps,20,0,76,NaN,NaN,NaN,NaN,NaN
369,brandon,1952,8,monza,cooper,+7 Laps,13,0,73,NaN,NaN,NaN,NaN,NaN
370,alan_brown,1952,1,bremgarten,cooper,+3 Laps,5,2,59,NaN,NaN,NaN,NaN,NaN
371,alan_brown,1952,3,spa,cooper,+2 Laps,6,0,34,NaN,NaN,NaN,NaN,NaN
372,alan_brown,1952,5,silverstone,cooper,+16 Laps,22,0,69,NaN,NaN,NaN,NaN,NaN
373,alan_brown,1952,8,monza,cooper,+12 Laps,15,0,68,NaN,NaN,NaN,NaN,NaN
374,brudes,1952,6,nurburgring,veritas,Engine,16,0,5,NaN,NaN,NaN,NaN,NaN
375,bryan,1952,2,indianapolis,kurtis_kraft,Finished,6,0,200,+9:24.32,NaN,NaN,NaN,NaN
376,cabantous,1952,4,essarts,hwm,+9 Laps,10,0,68,NaN,NaN,NaN,NaN,NaN
377,cantoni,1952,5,silverstone,maserati,Brakes,31,0,0,NaN,NaN,NaN,NaN,NaN
378,cantoni,1952,6,nurburgring,maserati,Axle,19,0,4,NaN,NaN,NaN,NaN,NaN
379,cantoni,1952,8,monza,maserati,+5 Laps,11,0,75,NaN,NaN,NaN,NaN,NaN
380,carini,1952,4,essarts,ferrari,Engine,20,0,2,NaN,NaN,NaN,NaN,NaN
381,carini,1952,6,nurburgring,ferrari,Brakes,29,0,1,NaN,NaN,NaN,NaN,NaN
382,darter,1952,2,indianapolis,lesovsky,Finished,4,3,200,+6:48.34,NaN,NaN,NaN,NaN
383,claes,1952,3,spa,gordini,+3 Laps,8,0,33,NaN,NaN,NaN,NaN,NaN
384,claes,1952,4,essarts,simca,Engine,18,0,15,NaN,NaN,NaN,NaN,NaN
385,claes,1952,5,silverstone,simca,+6 Laps,14,0,79,NaN,NaN,NaN,NaN,NaN
386,claes,1952,6,nurburgring,hwm,+3 Laps,10,0,15,NaN,NaN,NaN,NaN,NaN
387,claes,1952,8,monza,simca,Did not qualify,35,0,0,NaN,NaN,NaN,NaN,NaN
388,collins,1952,1,bremgarten,hwm,Halfshaft,16,0,12,NaN,NaN,NaN,NaN,NaN
389,collins,1952,3,spa,hwm,Halfshaft,21,0,3,NaN,NaN,NaN,NaN,NaN
390,collins,1952,4,essarts,hwm,+7 Laps,6,0,70,NaN,NaN,NaN,NaN,NaN
391,collins,1952,5,silverstone,hwm,Ignition,23,0,73,NaN,NaN,NaN,NaN,NaN
392,collins,1952,8,monza,hwm,Did not qualify,28,0,0,NaN,NaN,NaN,NaN,NaN
393,comotti,1952,4,essarts,ferrari,+14 Laps,12,0,63,NaN,NaN,NaN,NaN,NaN
394,george_connor,1952,2,indianapolis,kurtis_kraft,Finished,8,0,200,+12:00.61,NaN,NaN,NaN,NaN
395,crespo,1952,8,monza,maserati,Did not qualify,26,0,0,NaN,NaN,NaN,NaN,NaN
396,crook,1952,5,silverstone,frazer_nash,+10 Laps,21,0,75,NaN,NaN,NaN,NaN,NaN
397,cross,1952,2,indianapolis,kurtis_kraft,Finished,5,2,200,+8:40.15,NaN,NaN,NaN,NaN
398,graffenried,1952,1,bremgarten,maserati,+4 Laps,6,0,58,NaN,NaN,NaN,NaN,NaN
399,graffenried,1952,4,essarts,maserati,Brakes,15,0,34,NaN,NaN,NaN,NaN,NaN
400,graffenried,1952,5,silverstone,maserati,+9 Laps,19,0,76,NaN,NaN,NaN,NaN,NaN
401,graffenried,1952,8,monza,maserati,Did not qualify,27,0,0,NaN,NaN,NaN,NaN,NaN
402,terra,1952,1,bremgarten,simca,Magneto,21,0,1,NaN,NaN,NaN,NaN,NaN
403,tornaco,1952,3,spa,ferrari,+3 Laps,7,0,33,NaN,NaN,NaN,NaN,NaN
404,tornaco,1952,7,zandvoort,ferrari,Engine,14,0,19,NaN,NaN,NaN,NaN,NaN
405,tornaco,1952,8,monza,ferrari,Did not qualify,25,0,0,NaN,NaN,NaN,NaN,NaN
406,downing,1952,5,silverstone,connaught,+3 Laps,9,0,82,NaN,NaN,NaN,NaN,NaN
407,downing,1952,7,zandvoort,connaught,Oil pressure,13,0,27,NaN,NaN,NaN,NaN,NaN
408,dusio,1952,8,monza,cisitalia,Did not qualify,34,0,0,NaN,NaN,NaN,NaN,NaN
409,etancelin,1952,4,essarts,maserati,+7 Laps,8,0,70,NaN,NaN,NaN,NaN,NaN
410,farina,1952,1,bremgarten,ferrari,Magneto,10,0,51,NaN,NaN,NaN,NaN,NaN
411,farina,1952,3,spa,ferrari,Finished,2,6,36,+1:55.2,NaN,NaN,NaN,NaN
412,farina,1952,4,essarts,ferrari,+1 Lap,2,6,76,NaN,NaN,NaN,NaN,NaN
413,farina,1952,5,silverstone,ferrari,+3 Laps,6,0,82,NaN,NaN,NaN,NaN,NaN
414,farina,1952,6,nurburgring,ferrari,Finished,2,6,18,+14.1,NaN,NaN,NaN,NaN
415,farina,1952,7,zandvoort,ferrari,Finished,2,6,90,+40.1,NaN,NaN,NaN,NaN
416,farina,1952,8,monza,ferrari,Finished,4,3,80,+2:11.4,NaN,NaN,NaN,NaN
417,fischer,1952,1,bremgarten,ferrari,Finished,2,6,62,+2:37.2,NaN,NaN,NaN,NaN
418,fischer,1952,4,essarts,ferrari,+11 Laps,11,0,66,NaN,NaN,NaN,NaN,NaN
419,fischer,1952,5,silverstone,ferrari,+5 Laps,13,0,80,NaN,NaN,NaN,NaN,NaN
420,fischer,1952,6,nurburgring,ferrari,Finished,3,4,18,+7:10.1,NaN,NaN,NaN,NaN
421,fischer,1952,8,monza,ferrari,Engine,23,0,3,NaN,NaN,NaN,NaN,NaN
422,flinterman,1952,7,zandvoort,maserati,+7 Laps,9,0,83,NaN,NaN,NaN,NaN,NaN
423,fonder,1952,2,indianapolis,sherman,+3 Laps,15,0,197,NaN,NaN,NaN,NaN,NaN
424,frere,1952,3,spa,hwm,+2 Laps,5,2,34,NaN,NaN,NaN,NaN,NaN
425,frere,1952,6,nurburgring,hwm,Gearbox,26,0,1,NaN,NaN,NaN,NaN,NaN
426,frere,1952,7,zandvoort,simca,Clutch,15,0,15,NaN,NaN,NaN,NaN,NaN
427,gaze,1952,3,spa,hwm,+6 Laps,15,0,30,NaN,NaN,NaN,NaN,NaN
428,gaze,1952,5,silverstone,hwm,Engine,27,0,19,NaN,NaN,NaN,NaN,NaN
429,gaze,1952,6,nurburgring,hwm,Gearbox,15,0,6,NaN,NaN,NaN,NaN,NaN
430,gaze,1952,8,monza,hwm,Did not qualify,30,0,0,NaN,NaN,NaN,NaN,NaN
431,gonzalez,1952,8,monza,maserati,Finished,2,6.5,80,+1:01.8,NaN,NaN,NaN,NaN
432,griffith,1952,2,indianapolis,kurtis_kraft,Finished,9,0,200,+12:23.76,NaN,NaN,NaN,NaN
433,duncan_hamilton,1952,5,silverstone,hwm,Engine,24,0,44,NaN,NaN,NaN,NaN,NaN
434,duncan_hamilton,1952,7,zandvoort,hwm,+5 Laps,7,0,85,NaN,NaN,NaN,NaN,NaN
435,hanks,1952,2,indianapolis,kurtis_kraft,Finished,3,4,200,+6:11.61,NaN,NaN,NaN,NaN
436,hartley,1952,2,indianapolis,kurtis_kraft,Exhaust,28,0,65,NaN,NaN,NaN,NaN,NaN
437,hawthorn,1952,3,spa,cooper,+1 Lap,4,3,35,NaN,NaN,NaN,NaN,NaN
438,hawthorn,1952,4,essarts,cooper,Ignition,14,0,51,NaN,NaN,NaN,NaN,NaN
439,hawthorn,1952,5,silverstone,cooper,+2 Laps,3,4,83,NaN,NaN,NaN,NaN,NaN
440,hawthorn,1952,7,zandvoort,cooper,+2 Laps,4,3,88,NaN,NaN,NaN,NaN,NaN
441,hawthorn,1952,8,monza,cooper,Not classified,19,0,38,NaN,NaN,NaN,NaN,NaN
442,heeks,1952,6,nurburgring,afm,Retired,14,0,7,NaN,NaN,NaN,NaN,NaN
443,helfrich,1952,6,nurburgring,veritas,Retired,27,0,1,NaN,NaN,NaN,NaN,NaN
444,hirt,1952,1,bremgarten,ferrari,+6 Laps,7,0,56,NaN,NaN,NaN,NaN,NaN
445,hirt,1952,4,essarts,ferrari,+11 Laps,11,0,66,NaN,NaN,NaN,NaN,NaN
446,hirt,1952,5,silverstone,ferrari,Brakes,30,0,3,NaN,NaN,NaN,NaN,NaN
447,james,1952,2,indianapolis,kurtis_kraft,Finished,13,0,200,+16:55.65,NaN,NaN,NaN,NaN
448,johnson,1952,2,indianapolis,trevis,+7 Laps,16,0,193,NaN,NaN,NaN,NaN,NaN
449,klenk,1952,6,nurburgring,veritas,+4 Laps,11,0,14,NaN,NaN,NaN,NaN,NaN
450,klodwig,1952,6,nurburgring,bmw,+4 Laps,12,0,14,NaN,NaN,NaN,NaN,NaN
451,krause,1952,6,nurburgring,bmw,Retired,20,0,3,NaN,NaN,NaN,NaN,NaN
452,landi,1952,7,zandvoort,maserati,+7 Laps,9,0,83,NaN,NaN,NaN,NaN,NaN
453,landi,1952,8,monza,maserati,+4 Laps,8,0,76,NaN,NaN,NaN,NaN,NaN
454,laurent,1952,3,spa,hwm,+4 Laps,12,0,32,NaN,NaN,NaN,NaN,NaN
455,laurent,1952,6,nurburgring,ferrari,+2 Laps,6,0,16,NaN,NaN,NaN,NaN,NaN
456,legat,1952,3,spa,veritas,+5 Laps,13,0,31,NaN,NaN,NaN,NaN,NaN
457,linden,1952,2,indianapolis,kurtis_kraft,Oil pump,33,0,20,NaN,NaN,NaN,NaN,NaN
458,macklin,1952,1,bremgarten,hwm,Withdrew,13,0,24,NaN,NaN,NaN,NaN,NaN
459,macklin,1952,3,spa,hwm,+4 Laps,11,0,32,NaN,NaN,NaN,NaN,NaN
460,macklin,1952,4,essarts,hwm,+7 Laps,9,0,70,NaN,NaN,NaN,NaN,NaN
461,macklin,1952,5,silverstone,hwm,+6 Laps,15,0,79,NaN,NaN,NaN,NaN,NaN
462,macklin,1952,7,zandvoort,hwm,+6 Laps,8,0,84,NaN,NaN,NaN,NaN,NaN
463,macklin,1952,8,monza,hwm,Did not qualify,32,0,0,NaN,NaN,NaN,NaN,NaN
464,manzon,1952,1,bremgarten,gordini,Radiator,14,0,20,NaN,NaN,NaN,NaN,NaN
465,manzon,1952,3,spa,gordini,Finished,3,4,36,+4:28.4,NaN,NaN,NaN,NaN
466,manzon,1952,4,essarts,gordini,+3 Laps,4,3,74,NaN,NaN,NaN,NaN,NaN
467,manzon,1952,5,silverstone,gordini,Clutch,29,0,9,NaN,NaN,NaN,NaN,NaN
468,manzon,1952,6,nurburgring,gordini,Accident,13,0,8,NaN,NaN,NaN,NaN,NaN
469,manzon,1952,7,zandvoort,gordini,+3 Laps,5,2,87,NaN,NaN,NaN,NaN,NaN
470,manzon,1952,8,monza,gordini,+9 Laps,14,0,71,NaN,NaN,NaN,NaN,NaN
471,mcalpine,1952,5,silverstone,connaught,+6 Laps,16,0,79,NaN,NaN,NaN,NaN,NaN
472,mcalpine,1952,8,monza,connaught,Suspension,22,0,4,NaN,NaN,NaN,NaN,NaN
473,mcdowell,1952,2,indianapolis,kurtis_kraft,+18 Laps,21,0,182,NaN,NaN,NaN,NaN,NaN
474,mcgrath,1952,2,indianapolis,kurtis_kraft,Finished,11,0,200,+14:21.72,NaN,NaN,NaN,NaN
475,miller,1952,2,indianapolis,kurtis_kraft,Supercharger,30,0,41,NaN,NaN,NaN,NaN,NaN
476,charrington,1952,3,spa,butterworth,Engine,16,0,17,NaN,NaN,NaN,NaN,NaN
477,moss,1952,1,bremgarten,hwm,Withdrew,12,0,24,NaN,NaN,NaN,NaN,NaN
478,moss,1952,3,spa,era,Engine,22,0,0,NaN,NaN,NaN,NaN,NaN
479,moss,1952,5,silverstone,era,Engine,25,0,36,NaN,NaN,NaN,NaN,NaN
480,moss,1952,7,zandvoort,era,Engine,11,0,73,NaN,NaN,NaN,NaN,NaN
481,moss,1952,8,monza,connaught,Suspension,16,0,60,NaN,NaN,NaN,NaN,NaN
482,murray,1952,5,silverstone,cooper,Engine,28,0,14,NaN,NaN,NaN,NaN,NaN
483,nalon,1952,2,indianapolis,kurtis_kraft,Supercharger,25,0,84,NaN,NaN,NaN,NaN,NaN
484,niedermayr,1952,6,nurburgring,afm,+3 Laps,9,0,15,NaN,NaN,NaN,NaN,NaN
485,obrien,1952,3,spa,simca,+6 Laps,14,0,30,NaN,NaN,NaN,NaN,NaN
486,reg_parnell,1952,5,silverstone,cooper,+3 Laps,7,0,82,NaN,NaN,NaN,NaN,NaN
487,parsons,1952,2,indianapolis,kurtis_kraft,Finished,10,0,200,+13:37.78,NaN,NaN,NaN,NaN
488,peters,1952,6,nurburgring,veritas,Retired,28,0,1,NaN,NaN,NaN,NaN,NaN
489,pietsch,1952,6,nurburgring,veritas,Gearbox,24,0,1,NaN,NaN,NaN,NaN,NaN
490,poore,1952,5,silverstone,connaught,+2 Laps,4,3,83,NaN,NaN,NaN,NaN,NaN
491,poore,1952,8,monza,connaught,+6 Laps,12,0,74,NaN,NaN,NaN,NaN,NaN
492,rathmann,1952,2,indianapolis,kurtis_kraft,Finished,2,6,200,+4:02.33,NaN,NaN,NaN,NaN
493,reece,1952,2,indianapolis,kurtis_kraft,Finished,7,0,200,+10:35.24,NaN,NaN,NaN,NaN
494,riess,1952,6,nurburgring,veritas,+2 Laps,7,0,16,NaN,NaN,NaN,NaN,NaN
495,rigsby,1952,2,indianapolis,watson,Finished,12,0,200,+16:05.10,NaN,NaN,NaN,NaN
496,rol,1952,8,monza,maserati,Engine,20,0,24,NaN,NaN,NaN,NaN,NaN
497,rosier,1952,1,bremgarten,ferrari,Accident,20,0,2,NaN,NaN,NaN,NaN,NaN
498,rosier,1952,3,spa,ferrari,Transmission,20,0,6,NaN,NaN,NaN,NaN,NaN
499,rosier,1952,4,essarts,ferrari,Engine,17,0,17,NaN,NaN,NaN,NaN,NaN
500,rosier,1952,8,monza,ferrari,+5 Laps,10,0,75,NaN,NaN,NaN,NaN,NaN
501,ruttman,1952,2,indianapolis,kuzma,Finished,1,8,200,3:52:41.88,NaN,NaN,NaN,NaN
502,salvadori,1952,5,silverstone,ferrari,+3 Laps,8,0,82,NaN,NaN,NaN,NaN,NaN
503,schell,1952,1,bremgarten,maserati,Engine,11,0,31,NaN,NaN,NaN,NaN,NaN
504,schell,1952,4,essarts,maserati,Brakes,15,0,34,NaN,NaN,NaN,NaN,NaN
505,schell,1952,5,silverstone,maserati,+7 Laps,17,0,78,NaN,NaN,NaN,NaN,NaN
506,schindler,1952,2,indianapolis,stevens,Finished,14,0,200,+18:48.66,NaN,NaN,NaN,NaN
507,schoeller,1952,6,nurburgring,ferrari,Suspension,21,0,3,NaN,NaN,NaN,NaN,NaN
508,bob_scott,1952,2,indianapolis,kurtis_kraft,Transmission,29,0,49,NaN,NaN,NaN,NaN,NaN
509,simon,1952,1,bremgarten,ferrari,Magneto,10,0,51,NaN,NaN,NaN,NaN,NaN
510,simon,1952,8,monza,ferrari,+1 Lap,6,0,79,NaN,NaN,NaN,NaN,NaN
511,stevenson,1952,2,indianapolis,kurtis_kraft,+13 Laps,18,0,187,NaN,NaN,NaN,NaN,NaN
512,sweikert,1952,2,indianapolis,kurtis_kraft,Differential,26,0,77,NaN,NaN,NaN,NaN,NaN
513,taruffi,1952,1,bremgarten,ferrari,Finished,1,9,62,3:01:46.1,NaN,NaN,NaN,NaN
514,taruffi,1952,3,spa,ferrari,Accident,17,0,13,NaN,NaN,NaN,NaN,NaN
515,taruffi,1952,4,essarts,ferrari,+2 Laps,3,4,75,NaN,NaN,NaN,NaN,NaN
516,taruffi,1952,5,silverstone,ferrari,+1 Lap,2,6,84,NaN,NaN,NaN,NaN,NaN
517,taruffi,1952,6,nurburgring,ferrari,+1 Lap,4,3,17,NaN,NaN,NaN,NaN,NaN
518,taruffi,1952,8,monza,ferrari,+3 Laps,7,0,77,NaN,NaN,NaN,NaN,NaN
519,thompson,1952,5,silverstone,connaught,+3 Laps,5,2,82,NaN,NaN,NaN,NaN,NaN
520,trintignant,1952,4,essarts,simca,+5 Laps,5,2,72,NaN,NaN,NaN,NaN,NaN
521,trintignant,1952,5,silverstone,gordini,Gearbox,26,0,21,NaN,NaN,NaN,NaN,NaN
522,trintignant,1952,6,nurburgring,gordini,Accident,23,0,1,NaN,NaN,NaN,NaN,NaN
523,trintignant,1952,7,zandvoort,gordini,+3 Laps,6,0,87,NaN,NaN,NaN,NaN,NaN
524,trintignant,1952,8,monza,gordini,Engine,21,0,5,NaN,NaN,NaN,NaN,NaN
525,ulmen,1952,1,bremgarten,veritas,Fuel leak,19,0,4,NaN,NaN,NaN,NaN,NaN
526,ulmen,1952,6,nurburgring,veritas,+2 Laps,8,0,16,NaN,NaN,NaN,NaN,NaN
527,lof,1952,7,zandvoort,hwm,Not classified,12,0,70,NaN,NaN,NaN,NaN,NaN
528,villoresi,1952,7,zandvoort,ferrari,Finished,3,4,90,+1:34.4,NaN,NaN,NaN,NaN
529,villoresi,1952,8,monza,ferrari,Finished,3,4,80,+2:04.2,NaN,NaN,NaN,NaN
